Question	Label
Does drug Resveratrol interact with protein Prostaglandin G/H synthase 1?	1
Does drug (3-Chloro-4-Propoxy-Phenyl)-Acetic Acid interact with protein Prostaglandin G/H synthase 1?	1
Does drug Acetic Acid Salicyloyl-Amino-Ester interact with protein Prostaglandin G/H synthase 1?	1
Does drug P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid interact with protein Prostaglandin G/H synthase 1?	1
Does drug Flurbiprofen Methyl Ester interact with protein Prostaglandin G/H synthase 1?	1
Does drug Niflumic acid interact with protein Prostaglandin G/H synthase 1?	1
Does drug Arachidonic Acid interact with protein Prostaglandin G/H synthase 1?	1
Does drug Metamizole interact with protein Prostaglandin G/H synthase 1?	1
Does drug Aceclofenac interact with protein Prostaglandin G/H synthase 1?	1
Does drug Nepafenac interact with protein Prostaglandin G/H synthase 1?	1
Does drug 2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1R)-1-(hydroxymethyl)propyl]acetamide interact with protein Prostaglandin G/H synthase 1?	1
Does drug 1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID interact with protein Prostaglandin G/H synthase 1?	1
Does drug 2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1S)-1-(hydroxymethyl)propyl]acetamide interact with protein Prostaglandin G/H synthase 1?	1
Does drug Triflusal interact with protein Prostaglandin G/H synthase 1?	1
Does drug Cannabidiol interact with protein Prostaglandin G/H synthase 1?	1
Does drug Loxoprofen interact with protein Prostaglandin G/H synthase 1?	1
Does drug Dexibuprofen interact with protein Prostaglandin G/H synthase 1?	1
Does drug Dexketoprofen interact with protein Prostaglandin G/H synthase 1?	1
Does drug Droxicam interact with protein Prostaglandin G/H synthase 1?	1
Does drug Propacetamol interact with protein Prostaglandin G/H synthase 1?	1
Does drug Talniflumate interact with protein Prostaglandin G/H synthase 1?	1
Does drug Phenyl salicylate interact with protein Prostaglandin G/H synthase 1?	1
Does drug Menthyl salicylate interact with protein Prostaglandin G/H synthase 1?	1
Does drug Glycol salicylate interact with protein Prostaglandin G/H synthase 1?	1
Does drug Nitroaspirin interact with protein Prostaglandin G/H synthase 1?	1
Does drug Bufexamac interact with protein Prostaglandin G/H synthase 1?	1
Does drug Bendazac interact with protein Prostaglandin G/H synthase 1?	1
Does drug ATP interact with protein G protein-coupled receptor kinase 3?	1
Does drug Lymecycline interact with protein Small ribosomal subunit protein uS4?	1
Does drug Clomocycline interact with protein Small ribosomal subunit protein uS4?	1
Does drug Oxytetracycline interact with protein Small ribosomal subunit protein uS4?	1
Does drug Demeclocycline interact with protein Small ribosomal subunit protein uS4?	1
Does drug Minocycline interact with protein Small ribosomal subunit protein uS4?	1
Does drug Eravacycline interact with protein Small ribosomal subunit protein uS4?	1
Does drug Flucytosine interact with protein Thymidylate synthase?	1
Does drug Succinic acid interact with protein Solute carrier family 13 member 1?	1
Does drug Sorafenib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Sunitinib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Vatalanib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug TG-100801 interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Denibulin interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Pazopanib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Regorafenib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Lenvatinib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Nintedanib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Fostamatinib interact with protein Vascular endothelial growth factor receptor 3?	1
Does drug Triamterene interact with protein Epithelial sodium channel subunit beta?	1
Does drug Halofuginone interact with protein Collagen alpha-1?	1
Does drug Vindesine interact with protein Tubulin beta-1 chain?	1
Does drug Paclitaxel interact with protein Tubulin beta-1 chain?	1
Does drug Docetaxel interact with protein Tubulin beta-1 chain?	1
Does drug Epothilone D interact with protein Tubulin beta-1 chain?	1
Does drug Patupilone interact with protein Tubulin beta-1 chain?	1
Does drug Cabazitaxel interact with protein Tubulin beta-1 chain?	1
Does drug Eribulin interact with protein Tubulin beta-1 chain?	1
Does drug Milataxel interact with protein Tubulin beta-1 chain?	1
Does drug Phenethyl Isothiocyanate interact with protein Tubulin beta-1 chain?	1
Does drug NADH interact with protein NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial?	1
Does drug Ubidecarenone interact with protein NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial?	1
Does drug Sorafenib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Sunitinib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Vatalanib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug TG-100801 interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug OSI-930 interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Denibulin interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Pazopanib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Regorafenib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Lenvatinib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Nintedanib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Fostamatinib interact with protein Vascular endothelial growth factor receptor 1?	1
Does drug Cystine interact with protein Cystine/glutamate transporter?	1
Does drug Glutamic acid interact with protein Cystine/glutamate transporter?	1
Does drug Riluzole interact with protein Cystine/glutamate transporter?	1
Does drug Sulfasalazine interact with protein Cystine/glutamate transporter?	1
Does drug Acetylcysteine interact with protein Cystine/glutamate transporter?	1
Does drug NADH interact with protein 7-dehydrocholesterol reductase?	1
Does drug Vitamin A interact with protein Dehydrogenase/reductase SDR family member 4?	1
Does drug Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate interact with protein Insulin receptor?	1
Does drug [4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID interact with protein Insulin receptor?	1
Does drug Fostamatinib interact with protein Insulin receptor?	1
Does drug Brigatinib interact with protein Insulin receptor?	1
Does drug Ethambutol interact with protein Probable arabinosyltransferase A?	1
Does drug Cystine interact with protein Cystinosin?	1
Does drug Sorafenib interact with protein RAF proto-oncogene serine/threonine-protein kinase?	1
Does drug Regorafenib interact with protein RAF proto-oncogene serine/threonine-protein kinase?	1
Does drug Dabrafenib interact with protein RAF proto-oncogene serine/threonine-protein kinase?	1
Does drug Fostamatinib interact with protein RAF proto-oncogene serine/threonine-protein kinase?	1
Does drug NADH interact with protein NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial?	1
Does drug Pyridoxal interact with protein Pyridoxal kinase?	1
Does drug Pyridoxine interact with protein Pyridoxal kinase?	1
Does drug Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate interact with protein Pyridoxal kinase?	1
Does drug O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL interact with protein Pyridoxal kinase?	1
Does drug (2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol interact with protein Pyridoxal kinase?	1
Does drug Sitaxentan interact with protein Endothelin receptor type B?	1
Does drug Ambrisentan interact with protein Endothelin receptor type B?	1
Does drug Enrasentan interact with protein Endothelin receptor type B?	1
Does drug Tezosentan interact with protein Endothelin receptor type B?	1
Does drug Macitentan interact with protein Endothelin receptor type B?	1
Does drug NADH interact with protein Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating?	1
Does drug Cevimeline interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Tramadol interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Succinylcholine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Ziprasidone interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Ipratropium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Trihexyphenidyl interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Oxyphencyclimine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Procyclidine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Promazine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Hyoscyamine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Imipramine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Tridihexethyl interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Nortriptyline interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Thiopental interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Nicardipine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Scopolamine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Benzquinamide interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Brompheniramine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Bethanechol interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Doxepin interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Quetiapine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Mivacurium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Pancuronium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Pipecuronium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Methotrimeprazine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Tiotropium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Isopropamide interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Acetylcholine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Arecoline interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Mepenzolate interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Pizotifen interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Fesoterodine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Methacholine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Hexocyclium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Aclidinium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Umeclidinium interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Trimebutine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Dosulepin interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Imidafenacin interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Butylscopolamine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Homatropine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Thonzylamine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Propiverine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Rociverine interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Diphemanil interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Aripiprazole lauroxil interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug Pyruvic acid interact with protein Pyruvate kinase PKLR?	1
Does drug 2-Phosphoglycolic Acid interact with protein Pyruvate kinase PKLR?	1
Does drug beta-D-fructofuranose 1,6-bisphosphate interact with protein Pyruvate kinase PKLR?	1
Does drug Bumetanide interact with protein Solute carrier family 12 member 5?	1
Does drug Bivalirudin interact with protein Prothrombin?	1
Does drug Argatroban interact with protein Prothrombin?	1
Does drug Proflavine interact with protein Prothrombin?	1
Does drug 2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide interact with protein Prothrombin?	1
Does drug Beta-(2-Naphthyl)-Alanine interact with protein Prothrombin?	1
Does drug Hemi-Babim interact with protein Prothrombin?	1
Does drug 2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine interact with protein Prothrombin?	1
Does drug 4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide interact with protein Prothrombin?	1
Does drug 4-Iodobenzo[B]Thiophene-2-Carboxamidine interact with protein Prothrombin?	1
Does drug CRA_8696 interact with protein Prothrombin?	1
Does drug gamma-carboxy-L-glutamic acid interact with protein Prothrombin?	1
Does drug 6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine interact with protein Prothrombin?	1
Does drug Lysophosphotidylserine interact with protein Prothrombin?	1
Does drug N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE interact with protein Prothrombin?	1
Does drug TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE interact with protein Prothrombin?	1
Does drug 2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide interact with protein Prothrombin?	1
Does drug 1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE interact with protein Prothrombin?	1
Does drug 1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE interact with protein Prothrombin?	1
Does drug Suramin interact with protein Prothrombin?	1
Does drug Ximelagatran interact with protein Prothrombin?	1
Does drug Flovagatran interact with protein Prothrombin?	1
Does drug Dabigatran etexilate interact with protein Prothrombin?	1
Does drug methyl L-phenylalaninate interact with protein Prothrombin?	1
Does drug [(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium interact with protein Prothrombin?	1
Does drug (S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide interact with protein Prothrombin?	1
Does drug (S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide interact with protein Prothrombin?	1
Does drug N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE interact with protein Prothrombin?	1
Does drug 6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE interact with protein Prothrombin?	1
Does drug 6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID interact with protein Prothrombin?	1
Does drug 6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID interact with protein Prothrombin?	1
Does drug N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug 1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE interact with protein Prothrombin?	1
Does drug 1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug D-leucyl-N-(3-chlorobenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug 1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide interact with protein Prothrombin?	1
